Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase,Customer_Password
69,07-09-05,07-09-05,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,28-09-05,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11057,Carl A,543-535-018,930 Lake Nadine Place,22-10-57,Labour,F  ,14852,BMW,3,E46 16ti,2002,43869,1.8L,MULTI POINT F/INJ,63L,85Kw,5,5AS,3D HATCHBACK,RWD,2725mm,
70,08-09-05,08-09-05,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,13-09-05,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,11055,Gilbert R,543-535-012,811 The Trees Dr.,15-03-56,Labour,F  ,14870,BMW,3,23Ci,1999,73900,2.5L,MULTI POINT F/INJ,63L,125Kw,5,5M,2D COUPE,RWD,2725mm,
71,09-09-05,09-09-05,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,14-09-05,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11011,Curtis L,543-535-011,224 Shoenic,14-11-67,Labour,M  ,14871,BMW,X5,E53 MY06 UPGRADE 3.0d,2006,86800,3.0L,TURBO CDI,93L,150Kw,5,6A,4D WAGON,4WD,2820mm,
72,10-09-05,11-09-05,32,Bendigo_store,6465 Detroit Ave.,543-535-0195,Bendigo                       ,Victoria,01-10-05,21,Caloundra_store,7156 Rose Dr.,550-535-0163,Caloundra                     ,Queensland,11010,Jacquelyn S,543-535-016,800 Corrinne Court,16-02-68,Labour,M  ,14872,BMW,3,E46 18i,1999,54370,1.9L,MULTI POINT F/INJ,63L,87Kw,5,5M,4D SEDAN,RWD,2725mm,
73,11-09-05,11-09-05,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,16-09-05,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,11015,Chloe Y,208-535-014,44 Willow Pass Road,27-02-83,Labour,F  ,14873,BMW,3,18is,1996,57110,1.8L,ELECTRONIC F/INJ,65L,103Kw,5,4A,2D COUPE,RWD,2700mm,
74,12-09-05,15-09-05,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,17-09-05,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11015,Chloe Y,208-535-014,44 Willow Pass Road,27-02-83,Labour,F  ,14874,BMW,3,E46 16ti,2004,41750,1.8L,MULTI POINT F/INJ,63L,85Kw,5,5M,3D HATCHBACK,RWD,2725mm,
75,13-09-05,14-09-05,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,14-10-05,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11017,Shannon W,543-535-019,330 Saddlehill Lane,26-06-48,Labour,M  ,14875,BMW,3,18i,1989,36950,1.8L,ELECTRONIC F/INJ,55L,83Kw,5,5M,2D SEDAN,RWD,2570mm,
76,14-09-05,15-09-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,19-09-05,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11015,Chloe Y,208-535-014,44 Willow Pass Road,27-02-83,Labour,F  ,14876,BMW,3,18i,1994,46500,1.8L,ELECTRONIC F/INJ,65L,85Kw,5,5M,4D SEDAN,RWD,2700mm,
77,15-09-05,15-09-05,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,24-09-05,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,11013,Ian J,817-535-018,902 Hudson Ave.,16-08-72,Labour,M  ,14877,BMW,3,E90 20i,2006,53400,2.0L,MULTI POINT F/INJ,65L,110Kw,5,6AS,4D SEDAN,RWD,2760mm,
78,16-09-05,17-09-05,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,24-09-05,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11014,Sydney B,431-535-015,011 Tank Drive,19-05-72,Labour,M  ,14878,BMW,5,E39 23i,1996,83600,2.5L,MULTI POINT F/INJ,70L,125Kw,5,5AS,4D SEDAN,RWD,2830mm,
79,17-09-05,17-09-05,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,25-09-05,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11014,Sydney B,431-535-015,011 Tank Drive,19-05-72,Labour,M  ,14879,BMW,5,E39 30i SPORT,2002,101400,3.0L,MULTI POINT F/INJ,70L,170Kw,5,5AS,4D SEDAN,RWD,2830mm,
80,18-09-05,21-09-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,19-10-05,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11017,Shannon W,543-535-019,330 Saddlehill Lane,26-06-48,Labour,M  ,14880,BMW,5,20i,1991,69100,2.0L,ELECTRONIC F/INJ,80L,110Kw,5,5A,4D SEDAN,RWD,2761mm,
81,19-09-05,19-09-05,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,24-09-05,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11051,Daniel J,543-535-015,085 Sunnyvale Avenue,14-08-55,Labour,F  ,14881,BMW,3,18i,1991,44300,1.8L,ELECTRONIC F/INJ,65L,85Kw,5,4A,4D SEDAN,RWD,2700mm,
82,20-09-05,20-09-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11-10-05,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11057,Carl A,543-535-018,930 Lake Nadine Place,22-10-57,Labour,F  ,14882,BMW,3,E46 18i,2000,48315,1.9L,MULTI POINT F/INJ,63L,87Kw,5,5M,4D SEDAN,RWD,2725mm,
83,21-09-05,21-09-05,3,Darlinghurst_store,5844 Linden Land,543-535-0184,Darlinghurst                  ,New South Wales,26-09-05,3,Darlinghurst_store,5844 Linden Land,543-535-0184,Darlinghurst                  ,New South Wales,11055,Gilbert R,543-535-012,811 The Trees Dr.,15-03-56,Labour,F  ,14883,BMW,3,18i,1986,38600,1.8L,ELECTRONIC F/INJ,58L,77Kw,5,5M,4D SEDAN,RWD,2570mm,
84,22-09-05,23-09-05,4,Goulburn_store,1825 Village Pl.,543-535-0162,Goulburn                      ,New South Wales,10-10-05,4,Goulburn_store,1825 Village Pl.,543-535-0162,Goulburn                      ,New South Wales,11010,Jacquelyn S,543-535-016,800 Corrinne Court,16-02-68,Labour,M  ,14884,BMW,3,E36 18is SPORT,1998,58950,1.9L,MULTI POINT F/INJ,62L,103Kw,5,5M,2D COUPE,RWD,2700mm,
85,23-09-05,24-09-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,14-10-05,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11052,Heidi L,543-535-016,514 Via Cordona,17-08-55,Labour,F  ,14885,BMW,7,35iL EXECUTIVE,1988,145900,3.4L,ELECTRONIC F/INJ,95L,155Kw,5,4A,4D SEDAN,RWD,2945mm,
87,25-09-05,25-09-05,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,13-10-05,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,11058,Marc D,543-535-014,645 Sinaloa,27-04-58,Labour,F  ,14887,BMW,5,25i,1991,80200,2.5L,ELECTRONIC F/INJ,80L,141Kw,5,5M,4D SEDAN,RWD,2761mm,
330,26-05-06,26-05-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,17-06-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,11352,Raymond R,543-535-013,"4, impasse Ste-Madeleine",17-03-44,Retiree,F  ,15130,PEUGEOT,205,GTi,1990,33750,1.9L,ELECTRONIC F/INJ,50L,75Kw,5,5M,3D HATCHBACK,FWD,2420mm,
331,27-05-06,27-05-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,29-05-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11312,Sara R,296-535-017,375 Kipling Court,13-04-57,Manager,M  ,15106,VOLVO,S40,2,1997,44950,1.9L,MULTI POINT F/INJ,60L,103Kw,5,4A,4D SEDAN,FWD,2550mm,
332,28-05-06,29-05-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,19-06-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11312,Sara R,296-535-017,375 Kipling Court,13-04-57,Manager,M  ,15106,VOLVO,S40,2,1997,44950,1.9L,MULTI POINT F/INJ,60L,103Kw,5,4A,4D SEDAN,FWD,2550mm,
333,29-05-06,29-05-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,12-06-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11318,Jessica W,702-535-018,652 Willcrest Circle,26-10-56,Manager,M  ,15119,VOLVO,4,40 GLT,1996,45500,2.0L,ELECTRONIC F/INJ,60L,80Kw,5,4A,4D HATCHBACK,FWD,2503mm,
334,30-05-06,30-05-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,18-06-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11350,Cara Z,543-535-011,280 Greendell Pl,24-01-41,Retiree,M  ,15128,NISSAN,200,S15 SX SPEC S,2001,40990,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm,
335,31-05-06,31-05-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,12-06-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11317,Victoria R,663-535-019,268 Keller Ridge,27-09-56,Manager,M  ,15119,VOLVO,4,40 GLT,1996,45500,2.0L,ELECTRONIC F/INJ,60L,80Kw,5,4A,4D HATCHBACK,FWD,2503mm,
336,01-06-06,02-06-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,04-06-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11314,Mya F,522-535-014,439 Rio Grande Drive,21-12-57,Manager,F  ,15129,NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
337,02-06-06,03-06-06,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,03-06-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11312,Sara R,296-535-017,375 Kipling Court,13-04-57,Manager,M  ,15127,NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
338,03-06-06,03-06-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,22-06-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,11312,Sara R,296-535-017,375 Kipling Court,13-04-57,Manager,M  ,15127,NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
339,04-06-06,04-06-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,20-06-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,11319,Jade B,819-535-016,119 Northridge Ct,27-04-41,Retiree,F  ,15129,NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
340,05-06-06,05-06-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,16-06-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11351,Anne R,543-535-014,113 Eastgate Ave.,16-04-43,Retiree,M  ,15140,PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm,
342,07-06-06,08-06-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,06-07-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11314,Mya F,522-535-014,439 Rio Grande Drive,21-12-57,Manager,F  ,15142,PEUGEOT,405,Mi16,1993,41995,2.0L,ELECTRONIC F/INJ,70L,112Kw,5,5M,4D SEDAN,FWD,2669mm,
343,08-06-06,08-06-06,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,13-06-06,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,11311,Gabrielle L,783-535-017,619 Parkside Dr.,24-08-57,Manager,F  ,15143,PEUGEOT,306,XT,2000,29490,2.0L,MULTI POINT F/INJ,60L,100Kw,5,5M,5D HATCHBACK,FWD,2580mm,
344,09-06-06,12-06-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,18-06-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11316,Luke A,786-535-013,19 Deermeadow Way,27-11-57,Manager,F  ,15144,PEUGEOT,206,XT,2001,22990,1.6L,MULTI POINT F/INJ,50L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm,
346,11-06-06,12-06-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,16-06-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11311,Gabrielle L,783-535-017,619 Parkside Dr.,24-08-57,Manager,F  ,15146,PEUGEOT,206,GTi,2004,29990,2.0L,MULTI POINT F/INJ,50L,102Kw,5,5M,3D HATCHBACK,FWD,2442mm,
347,12-06-06,13-06-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,13-07-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11312,Sara R,296-535-017,375 Kipling Court,13-04-57,Manager,M  ,15147,PEUGEOT,406,D9,2004,69550,2.9L,MULTI POINT F/INJ,70L,157Kw,4,5M,2D COUPE,FWD,2700mm,
348,13-06-06,14-06-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,14-07-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11317,Victoria R,663-535-019,268 Keller Ridge,27-09-56,Manager,M  ,15148,PEUGEOT,206,CC,2005,32990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,5M,2D CABRIOLET,FWD,2442mm,
349,14-06-06,14-06-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,15-07-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,11317,Victoria R,663-535-019,268 Keller Ridge,27-09-56,Manager,M  ,15149,PEUGEOT,307,XSE,2003,31790,2.0L,MULTI POINT F/INJ,60L,100Kw,5,5M,5D HATCHBACK,FWD,2608mm,
350,15-06-06,18-06-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,23-06-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,11314,Mya F,522-535-014,439 Rio Grande Drive,21-12-57,Manager,F  ,15150,PEUGEOT,206,XR,2002,19990,1.4L,MULTI POINT F/INJ,50L,55Kw,5,5M,5D HATCHBACK,FWD,2442mm,
351,16-06-06,16-06-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,17-06-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11318,Jessica W,702-535-018,652 Willcrest Circle,26-10-56,Manager,M  ,15140,PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm,
352,17-06-06,17-06-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,24-06-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11318,Jessica W,702-535-018,652 Willcrest Circle,26-10-56,Manager,M  ,15140,PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm,
353,18-06-06,18-06-06,33,Cranbourne_store,626 Bentley Street,543-535-0169,Cranbourne                    ,Victoria,26-06-06,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,11311,Gabrielle L,783-535-017,619 Parkside Dr.,24-08-57,Manager,F  ,15123,NISSAN,200,SX SPORTS LIMITED,1994,38500,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
354,19-06-06,20-06-06,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,24-06-06,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,11311,Gabrielle L,783-535-017,619 Parkside Dr.,24-08-57,Manager,F  ,15124,NISSAN,200,SX SPORTS,1996,44510,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
355,20-06-06,20-06-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,24-06-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,11316,Luke A,786-535-013,19 Deermeadow Way,27-11-57,Manager,F  ,15129,NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
356,21-06-06,24-06-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,29-06-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11314,Mya F,522-535-014,439 Rio Grande Drive,21-12-57,Manager,F  ,15129,NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
357,22-06-06,22-06-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,27-06-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11319,Jade B,819-535-016,119 Northridge Ct,27-04-41,Retiree,F  ,15127,NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
358,23-06-06,24-06-06,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,12-07-06,38,South Melbourne_store,8915 Woodside Way,229-535-0112,South Melbourne               ,Victoria,11313,Trevor J,120-535-012,697 Yosemite Dr.,27-02-57,Manager,F  ,15122,NISSAN,200,S15 SX SPEC S GT,2002,42990,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm,
359,24-06-06,24-06-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,15-07-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11317,Victoria R,663-535-019,268 Keller Ridge,27-09-56,Manager,M  ,15140,PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm,
360,25-06-06,26-06-06,40,Warrnambool_store,9353 Creekside Dr.,543-535-0183,Warrnambool                   ,Victoria,13-07-06,10,Newcastle_store,3839 Northgate Road,543-535-0110,Newcastle                     ,New South Wales,11314,Mya F,522-535-014,439 Rio Grande Drive,21-12-57,Manager,F  ,15123,NISSAN,200,SX SPORTS LIMITED,1994,38500,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm,
361,26-06-06,26-06-06,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria                    ,New South Wales,06-07-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11316,Luke A,786-535-013,19 Deermeadow Way,27-11-57,Manager,F  ,15165,PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm,
362,27-06-06,28-06-06,2,Coffs Harbour_store,2243 W St.,543-535-0110,Coffs Harbour                 ,New South Wales,08-07-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11313,Trevor J,120-535-012,697 Yosemite Dr.,27-02-57,Manager,F  ,15166,PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm,
364,29-06-06,29-06-06,4,Goulburn_store,1825 Village Pl.,543-535-0162,Goulburn                      ,New South Wales,10-08-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,11316,Luke A,786-535-013,19 Deermeadow Way,27-11-57,Manager,F  ,15168,PEUGEOT,206,XR,2004,19990,1.4L,MULTI POINT F/INJ,50L,55Kw,5,5M,5D HATCHBACK,FWD,2442mm,
365,30-06-06,30-06-06,5,Lane Cove_store,7553 Harness Circle,543-535-0131,Lane Cove                     ,New South Wales,04-07-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11316,Luke A,786-535-013,19 Deermeadow Way,27-11-57,Manager,F  ,15169,PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm,
367,02-07-06,02-07-06,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,13-07-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11316,Luke A,786-535-013,19 Deermeadow Way,27-11-57,Manager,F  ,15161,PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,5D HATCHBACK,FWD,2608mm,
368,03-07-06,04-07-06,8,Matraville_store,942 Brook Street,543-535-0126,Matraville                    ,New South Wales,10-07-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11313,Trevor J,120-535-012,697 Yosemite Dr.,27-02-57,Manager,F  ,15162,PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm,
369,04-07-06,04-07-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,10-07-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11311,Gabrielle L,783-535-017,619 Parkside Dr.,24-08-57,Manager,F  ,15169,PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm,
370,05-07-06,06-07-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,26-07-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11317,Victoria R,663-535-019,268 Keller Ridge,27-09-56,Manager,M  ,15142,PEUGEOT,405,Mi16,1993,41995,2.0L,ELECTRONIC F/INJ,70L,112Kw,5,5M,4D SEDAN,FWD,2669mm,
371,06-07-06,06-07-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,12-07-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11313,Trevor J,120-535-012,697 Yosemite Dr.,27-02-57,Manager,F  ,15165,PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm,
372,07-07-06,10-07-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,12-07-06,8,Matraville_store,942 Brook Street,543-535-0126,Matraville                    ,New South Wales,11319,Jade B,819-535-016,119 Northridge Ct,27-04-41,Retiree,F  ,15162,PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm,
